time,lon,lat,rcp26_prcptot_p10,rcp26_prcptot_p50,rcp26_prcptot_p90,rcp45_prcptot_p10,rcp45_prcptot_p50,rcp45_prcptot_p90,rcp85_prcptot_p10,rcp85_prcptot_p50,rcp85_prcptot_p90
1954-12-01,-114.29,49.21,23.69,53.95,96.06,23.69,52.85,96.31,23.69,53.57,96.30
1955-01-01,-114.29,49.21,17.20,66.45,102.83,17.20,69.92,102.83,17.20,69.92,102.83
1955-02-01,-114.29,49.21,16.30,47.21,74.05,16.30,47.21,74.51,16.30,47.21,74.22
1955-03-01,-114.29,49.21,33.59,59.80,90.24,34.40,60.62,88.33,32.48,60.62,88.33
1955-04-01,-114.29,49.21,29.85,61.45,106.63,29.85,61.45,106.63,29.85,61.45,106.63
1955-05-01,-114.29,49.21,24.99,85.46,153.54,24.99,82.14,153.40,24.99,82.14,152.76
1955-06-01,-114.29,49.21,40.52,82.59,188.71,43.13,82.59,188.71,40.52,82.59,188.71
1955-07-01,-114.29,49.21,13.40,25.74,47.77,13.64,26.28,47.97,13.55,26.29,49.05
1955-08-01,-114.29,49.21,10.59,31.57,67.09,9.01,31.22,64.86,9.01,31.22,65.80
1955-09-01,-114.29,49.21,10.53,39.65,118.09,11.16,39.08,118.09,11.16,39.08,118.09
1955-10-01,-114.29,49.21,17.45,42.00,78.64,17.45,42.00,80.29,17.45,42.00,80.72
1955-11-01,-114.29,49.21,37.67,85.24,128.00,37.67,86.75,125.17,37.67,84.36,123.61
1955-12-01,-114.29,49.21,34.52,57.19,86.14,34.52,57.27,86.14,34.52,56.92,86.14
1956-01-01,-114.29,49.21,33.65,64.93,110.26,33.92,64.93,110.01,33.77,64.93,110.02
1956-02-01,-114.29,49.21,20.53,60.11,97.12,20.53,62.97,97.57,20.53,61.64,97.57
1956-03-01,-114.29,49.21,22.07,56.22,93.26,22.07,56.22,94.26,22.07,56.22,92.36
1956-04-01,-114.29,49.21,35.65,56.44,83.64,35.65,59.38,87.07,35.65,59.38,83.41
1956-05-01,-114.29,49.21,35.85,68.85,136.94,35.85,68.85,136.30,35.85,68.85,136.81
1956-06-01,-114.29,49.21,34.54,111.75,161.87,34.54,108.04,164.80,34.54,111.75,158.22
1956-07-01,-114.29,49.21,6.19,46.33,65.61,6.61,46.33,65.82,6.61,46.33,69.98
1956-08-01,-114.29,49.21,3.38,36.60,63.43,3.39,37.04,63.43,3.38,36.69,63.43
1956-09-01,-114.29,49.21,24.24,62.55,117.41,24.24,62.55,117.41,24.24,62.55,117.41
1956-10-01,-114.29,49.21,21.75,45.65,104.97,21.75,44.16,104.97,21.75,45.15,104.97
1956-11-01,-114.29,49.21,27.02,67.80,105.84,26.50,67.80,101.41,26.50,67.80,102.06
1956-12-01,-114.29,49.21,28.22,53.95,92.82,29.22,54.04,92.82,29.22,53.84,92.82
1957-01-01,-114.29,49.21,35.35,85.45,111.47,35.00,84.29,113.86,32.71,83.42,112.80
1957-02-01,-114.29,49.21,16.75,44.68,78.19,16.65,44.68,79.25,16.60,44.68,79.25
1957-03-01,-114.29,49.21,33.16,48.04,78.86,34.15,46.74,78.87,32.89,45.92,78.87
1957-04-01,-114.29,49.21,30.13,70.35,114.35,30.13,71.98,116.41,30.13,70.35,115.43
1957-05-01,-114.29,49.21,35.84,74.12,113.72,35.04,73.99,113.72,35.04,74.66,113.72
