time,lon,lat,rcp26_first_fall_frost_p10,rcp26_first_fall_frost_p50,rcp26_first_fall_frost_p90,rcp45_first_fall_frost_p10,rcp45_first_fall_frost_p50,rcp45_first_fall_frost_p90,rcp85_first_fall_frost_p10,rcp85_first_fall_frost_p50,rcp85_first_fall_frost_p90
2080-01-01,-115.21,53.04,252.30,266.00,280.40,262.30,269.50,284.50,264.00,275.50,297.50
2081-01-01,-115.21,53.04,254.30,265.50,275.10,261.30,270.50,285.70,258.90,280.00,298.70
2082-01-01,-115.21,53.04,253.30,265.50,280.10,261.30,269.00,287.70,265.20,286.00,307.60
2083-01-01,-115.21,53.04,254.30,267.00,284.70,260.60,276.50,289.70,267.60,289.00,299.40
2084-01-01,-115.21,53.04,243.30,263.50,282.80,259.60,277.50,288.70,264.30,278.50,303.70
2085-01-01,-115.21,53.04,247.00,264.00,282.20,257.30,271.00,292.40,263.30,285.00,304.40
2086-01-01,-115.21,53.04,260.60,268.50,278.40,259.90,272.50,286.00,265.30,284.00,302.40
2087-01-01,-115.21,53.04,257.30,266.00,283.40,261.00,270.50,287.70,258.30,274.50,298.90
2088-01-01,-115.21,53.04,257.00,265.00,282.10,253.60,272.00,292.80,264.60,290.00,304.10
2089-01-01,-115.21,53.04,251.30,264.50,282.50,261.80,276.50,296.20,264.40,284.00,300.70
2090-01-01,-115.21,53.04,253.60,265.50,280.20,261.60,269.50,282.70,267.60,282.00,305.00
2091-01-01,-115.21,53.04,258.60,269.00,279.40,244.20,271.00,284.70,262.60,285.50,300.40
2092-01-01,-115.21,53.04,241.00,266.00,287.20,261.30,270.50,290.00,265.30,286.00,299.50
2093-01-01,-115.21,53.04,261.00,270.00,288.10,257.60,267.00,284.50,272.00,283.50,306.10
2094-01-01,-115.21,53.04,258.30,268.00,281.00,257.90,271.00,284.70,272.00,291.00,307.40
2095-01-01,-115.21,53.04,254.60,266.00,280.40,260.90,270.50,293.50,276.30,287.00,298.70
2096-01-01,-115.21,53.04,258.00,268.00,281.20,253.30,272.50,295.70,267.30,290.50,301.70
2097-01-01,-115.21,53.04,256.60,267.00,273.70,256.80,280.00,295.00,275.90,293.00,302.00
2098-01-01,-115.21,53.04,253.00,263.50,274.40,257.10,272.50,282.10,270.30,290.50,298.10
2099-01-01,-115.21,53.04,256.00,270.00,284.10,250.30,270.00,281.70,269.40,288.00,299.80
2100-01-01,-115.21,53.04,256.30,267.50,284.10,253.10,275.00,295.30,266.90,285.00,296.70
1950-01-01,-110.96,53.12,239.90,257.50,267.70,239.90,257.50,267.70,239.90,257.50,267.70
1951-01-01,-110.96,53.12,243.00,259.50,268.70,243.00,259.50,267.70,243.00,259.50,268.70
1952-01-01,-110.96,53.12,243.30,257.50,268.00,243.30,257.50,268.00,243.30,257.50,268.00
1953-01-01,-110.96,53.12,242.00,259.00,273.00,242.00,258.50,273.00,242.00,258.50,273.00
1954-01-01,-110.96,53.12,241.30,261.00,268.70,241.30,261.00,268.70,241.30,261.00,268.70
1955-01-01,-110.96,53.12,245.50,257.00,267.70,245.50,257.00,267.70,245.80,258.00,270.80
1956-01-01,-110.96,53.12,244.30,258.50,269.70,244.30,258.50,269.70,244.30,258.50,269.70
1957-01-01,-110.96,53.12,243.90,259.50,267.40,243.90,260.00,267.40,243.90,260.00,267.40
1958-01-01,-110.96,53.12,245.90,256.50,270.70,245.90,256.50,270.70,245.90,257.00,270.70
1959-01-01,-110.96,53.12,243.00,261.00,268.40,243.00,261.00,268.40,243.00,261.00,269.00
1960-01-01,-110.96,53.12,241.70,255.50,277.70,241.70,255.50,277.70,241.70,255.50,277.70
1961-01-01,-110.96,53.12,250.30,261.50,269.50,250.00,261.50,269.50,250.00,261.50,269.50
1962-01-01,-110.96,53.12,244.30,259.00,266.40,244.30,259.00,265.70,244.30,258.50,265.70
1963-01-01,-110.96,53.12,241.30,258.00,274.40,241.30,258.00,274.40,241.00,258.00,274.40
1964-01-01,-110.96,53.12,243.60,258.00,268.70,243.60,258.50,269.00,243.60,258.50,269.00
1965-01-01,-110.96,53.12,244.10,258.00,265.70,244.10,258.00,265.70,244.10,258.00,265.70
1966-01-01,-110.96,53.12,245.30,256.50,267.40,245.30,256.50,267.40,245.30,256.50,266.70
1967-01-01,-110.96,53.12,240.60,260.00,269.70,240.60,260.00,269.00,240.60,260.00,269.70
1968-01-01,-110.96,53.12,244.30,257.50,264.00,244.30,258.00,265.40,244.30,258.00,264.70
1969-01-01,-110.96,53.12,247.00,257.50,268.00,247.00,257.50,268.00,245.60,257.50,268.00
1970-01-01,-110.96,53.12,241.80,256.00,271.70,241.80,256.00,271.70,241.80,256.00,271.70
1971-01-01,-110.96,53.12,243.00,257.00,265.10,243.00,258.00,266.00,243.00,258.00,266.00
1972-01-01,-110.96,53.12,247.60,258.00,266.00,247.60,257.50,266.00,247.60,257.50,266.00
1973-01-01,-110.96,53.12,242.30,254.50,269.10,241.60,254.50,269.10,240.60,254.50,269.10
1974-01-01,-110.96,53.12,242.90,259.50,267.70,242.90,259.50,267.70,242.90,259.50,267.70
1975-01-01,-110.96,53.12,245.30,257.00,271.70,245.30,257.00,271.70,245.30,257.00,271.70
1976-01-01,-110.96,53.12,240.60,254.00,272.70,241.30,254.00,272.70,241.30,254.00,272.70
1977-01-01,-110.96,53.12,251.30,259.50,272.80,251.30,259.50,272.80,251.30,259.50,272.80
1978-01-01,-110.96,53.12,248.00,260.00,272.00,248.00,260.00,272.00,248.00,260.00,272.00
1979-01-01,-110.96,53.12,250.20,261.00,266.00,250.20,261.00,265.70,250.20,261.00,265.70
1980-01-01,-110.96,53.12,240.60,254.50,272.10,240.60,256.00,272.10,240.60,254.50,272.10
1981-01-01,-110.96,53.12,246.60,262.00,270.00,246.60,261.50,270.00,246.60,261.50,270.00
1982-01-01,-110.96,53.12,251.30,260.50,270.10,249.60,260.00,270.10,250.60,260.50,270.10
1983-01-01,-110.96,53.12,245.50,259.50,268.80,245.50,259.50,268.80,245.50,259.50,268.80
1984-01-01,-110.96,53.12,241.90,259.50,272.00,241.90,259.50,272.00,241.90,259.50,272.00
1985-01-01,-110.96,53.12,238.60,257.50,269.00,241.50,258.50,268.40,241.50,258.50,268.70
1986-01-01,-110.96,53.12,247.60,257.50,270.40,244.20,258.00,270.40,244.20,257.50,270.40
1987-01-01,-110.96,53.12,241.60,254.50,271.40,241.60,254.50,271.40,241.60,254.50,271.40
1988-01-01,-110.96,53.12,251.00,262.50,275.10,251.90,262.50,275.10,251.90,262.50,275.10
1989-01-01,-110.96,53.12,249.90,259.50,274.70,249.90,259.50,274.70,249.90,259.50,274.70
1990-01-01,-110.96,53.12,246.90,259.00,273.70,249.30,261.00,274.00,249.30,261.00,274.00
1991-01-01,-110.96,53.12,243.00,259.50,269.70,243.00,259.50,269.70,243.00,259.50,269.70
1992-01-01,-110.96,53.12,245.00,260.50,278.90,245.00,260.50,278.90,245.00,259.50,278.90
1993-01-01,-110.96,53.12,247.00,257.50,270.10,247.00,256.50,270.10,247.00,256.50,270.10
1994-01-01,-110.96,53.12,238.30,255.50,266.70,238.30,257.00,266.70,239.30,257.00,266.70
1995-01-01,-110.96,53.12,240.20,257.50,266.70,240.20,258.50,266.70,240.20,258.50,266.70
1996-01-01,-110.96,53.12,245.20,262.50,275.60,249.30,262.50,275.60,245.20,262.50,275.60
1997-01-01,-110.96,53.12,248.10,262.00,272.40,247.80,262.00,272.40,247.80,262.00,270.70
1998-01-01,-110.96,53.12,252.30,259.50,269.00,253.30,260.50,270.40,253.30,260.00,269.00
1999-01-01,-110.96,53.12,242.30,262.00,272.40,242.30,262.00,272.40,242.30,262.00,272.40
2000-01-01,-110.96,53.12,241.30,260.00,272.10,241.30,259.50,271.80,241.30,259.50,271.80
2001-01-01,-110.96,53.12,245.30,258.50,274.60,245.30,258.50,275.30,245.30,258.50,274.60
2002-01-01,-110.96,53.12,248.90,261.00,276.50,248.90,261.00,273.00,248.90,261.00,273.00
2003-01-01,-110.96,53.12,243.90,264.50,272.70,243.90,264.50,272.70,244.50,264.50,272.70
2004-01-01,-110.96,53.12,251.90,265.00,271.00,253.30,265.00,271.00,253.30,264.50,271.00
2005-01-01,-110.96,53.12,250.20,260.00,269.00,250.20,260.00,269.00,250.00,259.50,268.70
2006-01-01,-110.96,53.12,251.00,260.50,270.70,243.90,261.50,271.40,236.50,258.50,266.00
2007-01-01,-110.96,53.12,250.90,267.50,279.00,247.80,259.00,271.00,251.30,264.50,271.70
2008-01-01,-110.96,53.12,250.30,258.50,267.70,238.60,260.50,271.70,238.90,261.50,271.40
2009-01-01,-110.96,53.12,249.60,262.00,280.70,254.60,263.50,276.00,248.10,266.50,276.70
2010-01-01,-110.96,53.12,247.30,267.00,277.10,246.60,263.50,278.40,249.60,263.00,272.00
2011-01-01,-110.96,53.12,251.50,259.50,279.70,245.50,259.50,273.70,243.10,259.00,270.00
2012-01-01,-110.96,53.12,243.00,260.00,272.00,246.90,262.00,274.40,247.90,263.50,279.50
2013-01-01,-110.96,53.12,251.30,270.00,284.90,247.40,262.00,275.00,252.30,264.00,272.00
2014-01-01,-110.96,53.12,252.20,266.50,279.40,248.60,265.50,279.40,250.60,261.50,274.90
2015-01-01,-110.96,53.12,246.60,259.00,272.10,248.30,264.00,273.70,252.30,264.50,275.60
2016-01-01,-110.96,53.12,248.90,263.00,278.50,249.50,263.50,273.00,247.60,262.50,271.70
2017-01-01,-110.96,53.12,253.10,268.50,279.10,256.00,264.50,277.70,247.10,261.00,276.00
2018-01-01,-110.96,53.12,249.50,264.00,278.30,255.20,266.50,277.40,247.00,261.50,271.00
2019-01-01,-110.96,53.12,257.60,266.00,283.00,242.90,261.00,272.70,251.00,268.50,282.50
2020-01-01,-110.96,53.12,249.20,263.00,272.70,250.60,260.50,278.00,259.30,267.00,284.90
2021-01-01,-110.96,53.12,255.30,267.00,278.20,248.00,262.50,280.10,242.20,261.50,277.70
2022-01-01,-110.96,53.12,252.00,268.00,274.80,253.90,268.00,279.10,254.00,266.50,282.40
2023-01-01,-110.96,53.12,257.90,265.00,276.20,252.60,267.00,278.10,255.50,269.00,281.40
2024-01-01,-110.96,53.12,247.00,261.50,274.80,251.60,262.50,282.80,259.00,264.50,274.80
2025-01-01,-110.96,53.12,245.20,267.50,284.90,246.20,261.50,276.40,256.60,266.00,278.70
2026-01-01,-110.96,53.12,257.30,264.50,273.00,251.90,265.50,278.10,251.30,265.00,276.70
2027-01-01,-110.96,53.12,248.90,265.50,274.10,242.60,263.50,274.70,247.60,264.00,279.70
2028-01-01,-110.96,53.12,242.80,264.50,281.60,256.00,263.50,276.70,252.60,261.50,271.00
2029-01-01,-110.96,53.12,251.30,263.50,279.30,244.80,264.50,283.50,257.30,269.50,287.80
2030-01-01,-110.96,53.12,255.00,268.50,279.90,259.30,271.00,284.80,252.70,266.50,276.10
2031-01-01,-110.96,53.12,255.00,268.50,281.40,253.50,266.00,275.80,256.90,265.50,276.30
2032-01-01,-110.96,53.12,253.60,266.50,280.00,254.00,261.00,280.00,253.60,264.00,281.70
2033-01-01,-110.96,53.12,256.90,268.00,276.50,248.60,264.50,279.10,252.30,266.00,278.40
2034-01-01,-110.96,53.12,248.10,267.50,278.70,252.30,263.50,276.20,254.50,266.00,274.40
2035-01-01,-110.96,53.12,255.30,268.50,279.40,241.80,265.50,277.00,255.60,266.50,280.70
2036-01-01,-110.96,53.12,262.30,270.00,280.00,245.20,266.00,280.80,256.10,269.00,282.10
2037-01-01,-110.96,53.12,250.50,268.50,284.10,253.00,265.50,285.40,257.00,267.00,275.70
2038-01-01,-110.96,53.12,252.00,265.00,288.70,253.80,270.50,284.70,255.90,269.00,281.40
2039-01-01,-110.96,53.12,253.60,269.50,277.00,250.20,264.50,285.00,256.30,266.50,283.30
2040-01-01,-110.96,53.12,259.90,265.00,279.70,255.60,268.00,280.80,252.80,267.00,276.40
2041-01-01,-110.96,53.12,258.30,265.50,288.80,257.30,270.00,280.00,258.30,266.00,280.40
2042-01-01,-110.96,53.12,247.90,264.00,280.70,257.00,266.00,277.40,251.10,265.50,284.80
2043-01-01,-110.96,53.12,253.00,266.00,277.10,249.20,260.00,279.00,263.60,273.50,291.10
2044-01-01,-110.96,53.12,243.20,263.50,277.80,257.30,266.00,285.40,253.60,269.00,284.70
2045-01-01,-110.96,53.12,255.00,265.00,274.40,251.40,270.00,280.70,253.60,268.50,287.10
2046-01-01,-110.96,53.12,255.20,268.00,281.80,255.10,271.00,284.40,260.30,270.00,278.00
2047-01-01,-110.96,53.12,257.30,266.00,282.20,253.30,265.00,281.70,257.30,267.50,278.80
2048-01-01,-110.96,53.12,254.00,269.00,284.80,256.30,271.50,283.00,245.40,271.50,284.10
2049-01-01,-110.96,53.12,256.00,264.50,279.00,252.80,270.00,280.70,263.00,273.00,288.40
2050-01-01,-110.96,53.12,254.60,267.00,284.70,246.20,263.00,280.70,258.30,270.50,289.80
2051-01-01,-110.96,53.12,257.30,266.00,283.50,255.50,269.50,277.40,251.30,263.00,287.40
2052-01-01,-110.96,53.12,260.00,266.00,285.70,251.90,273.00,281.70,257.30,272.50,293.10
2053-01-01,-110.96,53.12,251.00,266.00,282.80,254.30,266.00,276.80,262.00,271.50,284.00
2054-01-01,-110.96,53.12,261.90,269.00,275.80,254.80,269.00,277.70,252.60,271.50,292.70
2055-01-01,-110.96,53.12,248.30,264.50,282.00,256.60,268.00,286.00,267.90,275.50,289.10
2056-01-01,-110.96,53.12,255.60,264.50,285.70,259.60,267.50,278.70,259.10,270.00,289.10
2057-01-01,-110.96,53.12,246.20,262.50,278.10,251.60,270.50,284.70,260.30,272.50,292.10
2058-01-01,-110.96,53.12,243.50,265.00,282.50,255.30,272.00,288.20,262.60,277.00,291.10
2059-01-01,-110.96,53.12,251.40,267.00,283.50,249.60,266.50,284.70,249.30,272.00,290.70
2060-01-01,-110.96,53.12,256.60,268.50,280.70,256.30,269.00,285.40,258.30,272.50,288.00
2061-01-01,-110.96,53.12,256.30,271.00,288.50,264.30,270.50,285.00,259.30,276.50,286.10
