time,lat,lon,rcp26_r20mm_p10,rcp26_r20mm_p50,rcp26_r20mm_p90,rcp45_r20mm_p10,rcp45_r20mm_p50,rcp45_r20mm_p90,rcp85_r20mm_p10,rcp85_r20mm_p50,rcp85_r20mm_p90
2053-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,3.70
2054-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,3.00
2055-01-01,58.62,-104.46,0.00,0.00,2.00,0.00,0.50,2.00,0.00,0.00,3.00
2056-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,0.50,1.70,0.00,1.00,3.00
2057-01-01,58.62,-104.46,0.00,0.00,2.80,0.00,1.00,2.70,0.00,1.00,2.00
2058-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.70,0.00,1.00,2.00
2059-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,1.00,2.70,0.00,1.00,3.70
2060-01-01,58.62,-104.46,0.00,1.00,1.80,0.00,1.00,2.70,0.00,0.50,2.70
2061-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2062-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,1.00,2.00,0.00,1.00,3.00
2063-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,2.00
2064-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,1.00,2.70,0.00,1.00,2.00
2065-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.50,3.00
2066-01-01,58.62,-104.46,0.00,0.00,2.00,0.00,0.50,2.70,0.00,1.00,2.00
2067-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.70
2068-01-01,58.62,-104.46,0.00,1.00,3.80,0.00,1.00,3.00,0.00,2.00,3.00
2069-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,3.00
2070-01-01,58.62,-104.46,0.00,2.00,3.00,0.00,1.00,3.00,0.00,1.00,2.70
2071-01-01,58.62,-104.46,0.00,0.00,2.00,0.00,1.00,2.70,0.00,1.00,3.00
2072-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,3.00
2073-01-01,58.62,-104.46,0.00,0.00,2.00,0.00,1.00,2.00,0.00,1.00,3.00
2074-01-01,58.62,-104.46,0.00,1.00,1.00,0.00,1.00,2.00,0.00,1.00,2.70
2075-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,3.70
2076-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,1.00,1.70,0.00,2.00,3.70
2077-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,2.00
2078-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,1.00,2.00,0.00,1.00,3.40
2079-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.40,0.00,1.00,3.70
2080-01-01,58.62,-104.46,0.00,0.00,1.80,0.00,1.00,2.00,0.00,1.00,2.00
2081-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,2.00
2082-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,0.50,2.00,0.00,1.00,3.40
2083-01-01,58.62,-104.46,0.20,1.00,3.80,0.00,1.00,1.00,0.00,1.00,3.70
2084-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.70
2085-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,0.50,2.70,0.00,1.00,2.00
2086-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,3.00
2087-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,0.50,2.00,0.00,0.50,2.70
2088-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,0.00,1.00,0.00,1.00,3.00
2089-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,1.00,2.70,0.00,1.00,3.00
2090-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,2.00,3.70,0.00,1.00,2.00
2091-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,1.00,3.00,0.00,1.00,2.00
2092-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,1.00,3.70,0.00,1.00,3.70
2093-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,1.00,2.70,0.00,1.00,2.00
2094-01-01,58.62,-104.46,0.00,1.00,1.80,0.00,1.00,3.70,0.00,1.00,2.70
2095-01-01,58.62,-104.46,0.00,1.00,2.80,0.00,1.00,2.00,0.00,1.50,3.00
2096-01-01,58.62,-104.46,0.20,1.00,3.00,0.00,0.00,2.00,0.00,1.00,2.70
2097-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,1.00,2.70,0.00,1.00,3.00
2098-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,0.50,2.70,0.00,1.00,3.00
2099-01-01,58.62,-104.46,0.00,1.00,3.00,0.00,0.00,2.00,0.00,1.00,3.00
2100-01-01,58.62,-104.46,0.00,1.00,2.00,0.00,0.00,1.80,0.00,1.00,3.00
1950-01-01,58.79,-105.96,0.00,0.00,1.70,0.00,0.00,1.70,0.00,0.00,1.70
1951-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.50,1.00,0.00,0.50,1.00
1952-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1953-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,2.00,0.00,1.00,2.00
1954-01-01,58.79,-105.96,0.00,1.00,2.60,0.00,1.00,2.40,0.00,1.00,2.40
1955-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1956-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1957-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.70
1958-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,0.50,1.70,0.00,0.50,1.70
1959-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
1960-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,1.70
1961-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1962-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
1963-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1964-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
1965-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1966-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.70,0.00,0.00,1.70
1967-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1968-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,1.70,0.00,1.00,1.70
1969-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1970-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1971-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,1.70,0.00,1.00,1.70
1972-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,2.00
1973-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1974-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1975-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,1.70,0.00,0.00,2.00
1976-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1977-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,2.00
1978-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1979-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1980-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,1.70,0.00,1.00,1.70
1981-01-01,58.79,-105.96,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,1.00
1982-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1983-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,1.70,0.00,0.00,1.70
1984-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1985-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1986-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1987-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,2.00
1988-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00
1989-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1990-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1991-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.50,1.00,0.00,0.50,1.00
1992-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1993-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1994-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1995-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1996-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1997-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,1.70,0.00,1.00,1.70
1998-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1999-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
2000-01-01,58.79,-105.96,0.00,0.00,2.80,0.00,0.00,1.70,0.00,0.00,2.40
2001-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.70,0.00,0.00,1.70
2002-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,1.00,1.70,0.00,1.00,1.70
2003-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,1.70,0.00,1.00,1.70
2004-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,1.00,2.00,0.00,0.50,2.00
2005-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,1.70,0.00,1.00,1.70
2006-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,1.00,2.70
2007-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.50,1.00
2008-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,1.00,2.00,0.00,1.00,1.00
2009-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,1.00,2.00
2010-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.50,2.00,0.00,0.50,1.00
2011-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,0.00,1.00,0.00,0.00,1.00
2012-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,1.00,0.00,0.00,1.70
2013-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,0.50,1.70,0.00,0.00,1.00
2014-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.50,1.70,0.00,0.50,2.70
2015-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,1.00,1.70,0.00,1.00,2.00
2016-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.70
2017-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
2018-01-01,58.79,-105.96,0.00,0.00,2.80,0.00,0.00,1.00,0.00,0.50,2.00
2019-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.70
2020-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.00,1.00
2021-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.00,1.70,0.00,1.00,1.00
2022-01-01,58.79,-105.96,0.00,0.00,2.80,0.00,0.00,1.70,0.00,0.00,1.70
2023-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,2.00
2024-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.00,2.00
2025-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,1.70
2026-01-01,58.79,-105.96,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,2.00
2027-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
2028-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,3.00
2029-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,2.00,0.00,0.00,2.00
2030-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,1.70,0.00,1.00,2.00
2031-01-01,58.79,-105.96,0.00,1.00,2.80,0.00,1.00,2.00,0.00,0.00,2.00
2032-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,1.00,2.70
2033-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,0.50,2.70,0.00,0.50,2.00
2034-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2035-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.70,0.00,0.50,2.00
2036-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,2.00,0.00,0.00,2.70
2037-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.00,2.70
2038-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2039-01-01,58.79,-105.96,0.00,1.00,3.00,0.00,0.00,2.00,0.00,0.00,1.70
2040-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,1.70,0.00,0.00,2.00
2041-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2042-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,3.00,0.00,1.00,3.00
2043-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2044-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,2.00,0.00,0.50,1.70
2045-01-01,58.79,-105.96,0.00,1.00,3.00,0.00,1.00,2.00,0.00,1.00,2.00
2046-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,1.70,0.00,1.00,2.00
2047-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,1.70,0.00,1.00,1.00
2048-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.50,2.00,0.00,1.00,3.00
2049-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.70
2050-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,2.00
2051-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,1.00
2052-01-01,58.79,-105.96,0.00,1.00,3.00,0.00,1.00,2.00,0.00,1.00,1.00
2053-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2054-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.70
2055-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,2.00
2056-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,2.00,0.00,0.50,1.70
2057-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.70,0.00,1.00,2.70
2058-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.50,2.70,0.00,0.00,1.00
2059-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,1.70,0.00,1.00,1.70
2060-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.50,1.00,0.00,0.00,2.00
2061-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,2.00,0.00,1.00,2.00
2062-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,1.70,0.00,1.00,2.00
2063-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,2.70,0.00,1.00,2.00
2064-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,2.70,0.00,1.00,2.00
2065-01-01,58.79,-105.96,0.00,1.00,2.80,0.00,0.00,3.00,0.00,1.00,3.00
2066-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,2.00,0.00,0.50,2.00
2067-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,2.00,0.00,1.00,3.00
2068-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,2.00,0.00,1.00,2.00
2069-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,2.00,0.00,1.00,3.00
2070-01-01,58.79,-105.96,0.00,1.00,2.80,0.00,1.00,2.70,0.00,0.50,2.70
2071-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.50,2.00
2072-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2073-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.50,2.00,0.00,1.00,2.00
2074-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,1.00,2.70,0.00,1.00,2.00
2075-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,1.00,2.00,0.00,1.00,2.70
2076-01-01,58.79,-105.96,0.00,1.00,3.00,0.00,0.00,1.00,0.00,1.00,2.00
2077-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.70,0.00,1.00,3.00
2078-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,0.00,2.00,0.00,1.00,2.00
2079-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,1.00,2.70,0.00,1.00,3.00
2080-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,2.00
2081-01-01,58.79,-105.96,0.00,0.00,1.00,0.00,0.50,2.00,0.00,1.00,2.00
2082-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.00,2.70
2083-01-01,58.79,-105.96,0.00,1.00,2.80,0.00,1.00,1.00,0.00,0.00,1.00
2084-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,0.50,2.70,0.00,1.00,2.00
2085-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.70
2086-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.70,0.00,1.00,2.00
2087-01-01,58.79,-105.96,0.00,1.00,2.80,0.00,0.50,1.70,0.00,0.00,1.70
2088-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,1.00,0.00,1.00,2.00
2089-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,1.70,0.00,0.50,2.00
2090-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.50,2.00
2091-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,2.00,0.00,0.00,1.00
2092-01-01,58.79,-105.96,0.00,1.00,1.80,0.00,1.00,2.70,0.00,1.00,3.00
2093-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,3.00,0.00,0.00,1.00
2094-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.50,2.70,0.00,1.00,2.70
2095-01-01,58.79,-105.96,0.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,3.00
2096-01-01,58.79,-105.96,0.00,1.00,2.80,0.00,0.00,1.70,0.00,1.00,2.70
2097-01-01,58.79,-105.96,0.00,0.00,1.80,0.00,1.00,2.00,0.00,1.00,2.00
2098-01-01,58.79,-105.96,0.00,1.00,2.00,0.00,0.00,2.00,0.00,1.00,3.00
2099-01-01,58.79,-105.96,0.00,1.00,3.00,0.00,0.00,1.70,0.00,1.00,2.70
2100-01-01,58.79,-105.96,0.00,1.00,1.00,0.00,0.00,2.00,0.00,1.00,3.00
1950-01-01,59.04,-107.13,0.00,0.50,1.70,0.00,0.50,2.00,0.00,0.50,1.70
1951-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1952-01-01,59.04,-107.13,0.00,0.00,1.70,0.00,0.00,1.70,0.00,0.00,1.70
1953-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
1954-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.50,1.00,0.00,0.50,1.00
1955-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1956-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1957-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1958-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1959-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1960-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,2.00
1961-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1962-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
1963-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1964-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1965-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,2.40,0.00,0.00,2.40
1966-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.00,1.70,0.00,0.00,2.00
1967-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1968-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1969-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.70,0.00,0.00,1.70
1970-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1971-01-01,59.04,-107.13,0.00,1.00,1.80,0.00,1.00,1.70,0.00,1.00,1.70
1972-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,0.50,2.00,0.00,0.50,2.00
1973-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1974-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1975-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1976-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1977-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1978-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1979-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1980-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,1.70
1981-01-01,59.04,-107.13,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00
1982-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.00,1.70,0.00,0.00,2.00
1983-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1984-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
1985-01-01,59.04,-107.13,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1986-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
1987-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1988-01-01,59.04,-107.13,0.00,1.00,1.00,0.00,0.50,1.00,0.00,0.50,1.00
1989-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1990-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1991-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1992-01-01,59.04,-107.13,0.00,1.00,1.80,0.00,0.50,2.00,0.00,0.50,2.00
1993-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,1.00,1.70,0.00,1.00,1.70
1994-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,2.00,0.00,0.00,2.00
1995-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00
1996-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
1997-01-01,59.04,-107.13,0.00,1.00,1.80,0.00,1.00,1.00,0.00,1.00,1.00
1998-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.70,0.00,0.00,1.70
1999-01-01,59.04,-107.13,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,1.00
2000-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,0.00,2.70,0.00,0.00,2.70
2001-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
2002-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,0.00,1.70,0.00,0.00,2.40
2003-01-01,59.04,-107.13,0.00,1.00,1.80,0.00,0.00,1.70,0.00,0.00,1.70
2004-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,1.00,2.00,0.00,1.00,2.00
2005-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.50,1.00,0.00,0.00,1.00
2006-01-01,59.04,-107.13,0.00,0.00,2.00,0.00,1.00,2.00,0.00,0.00,1.70
2007-01-01,59.04,-107.13,0.00,1.00,1.00,0.00,0.50,2.00,0.00,0.00,1.70
2008-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,1.00
2009-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.70,0.00,0.00,2.00
2010-01-01,59.04,-107.13,0.00,1.00,1.00,0.00,0.00,1.70,0.00,0.00,1.70
2011-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.00,0.00,0.00,1.00
2012-01-01,59.04,-107.13,0.00,1.00,2.00,0.00,0.00,2.00,0.00,0.00,1.70
2013-01-01,59.04,-107.13,0.00,1.00,1.80,0.00,0.00,1.00,0.00,0.00,1.00
2014-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,0.00,1.00,0.00,1.00,2.00
2015-01-01,59.04,-107.13,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,1.70
2016-01-01,59.04,-107.13,0.00,0.00,1.80,0.00,1.00,1.00,0.00,1.00,1.70
