time,lon,lat,rcp26_cdd_p10,rcp26_cdd_p50,rcp26_cdd_p90,rcp45_cdd_p10,rcp45_cdd_p50,rcp45_cdd_p90,rcp85_cdd_p10,rcp85_cdd_p50,rcp85_cdd_p90
2034-01-01,-118.54,49.62,12.30,18.00,25.10,14.30,19.00,32.20,12.00,18.00,31.50
2035-01-01,-118.54,49.62,12.30,19.00,30.70,12.00,17.00,24.70,11.30,19.00,28.10
2036-01-01,-118.54,49.62,12.30,17.50,23.00,15.30,20.00,24.70,12.00,15.50,20.00
2037-01-01,-118.54,49.62,13.00,20.50,32.50,12.30,16.00,36.80,14.00,17.50,27.40
2038-01-01,-118.54,49.62,12.00,15.50,23.70,12.30,19.00,24.70,14.00,18.50,28.70
2039-01-01,-118.54,49.62,14.00,17.00,30.40,10.30,17.50,33.90,11.60,17.50,26.00
2040-01-01,-118.54,49.62,12.00,17.00,23.70,15.30,19.50,30.70,13.90,21.00,27.40
2041-01-01,-118.54,49.62,14.30,21.50,36.50,12.30,19.50,27.00,13.00,16.00,27.40
2042-01-01,-118.54,49.62,12.00,17.50,32.40,12.30,19.00,25.40,12.30,16.50,26.40
2043-01-01,-118.54,49.62,13.00,18.50,26.00,13.60,18.50,41.00,13.30,17.00,27.40
2044-01-01,-118.54,49.62,12.00,15.50,27.00,12.00,16.50,22.00,13.00,15.50,32.20
2045-01-01,-118.54,49.62,12.30,18.50,30.60,13.00,17.50,33.60,13.00,19.50,32.10
2046-01-01,-118.54,49.62,14.00,19.50,34.60,13.00,17.00,30.30,13.30,17.00,29.10
2047-01-01,-118.54,49.62,10.60,19.50,28.40,13.00,19.50,27.10,13.00,17.50,33.00
2048-01-01,-118.54,49.62,11.30,20.00,23.00,16.00,19.50,29.00,12.30,17.50,30.00
2049-01-01,-118.54,49.62,15.30,20.50,25.10,12.00,16.50,27.00,11.60,22.00,33.70
2050-01-01,-118.54,49.62,13.30,17.50,30.70,13.00,15.50,30.10,12.30,17.00,34.80
2051-01-01,-118.54,49.62,13.30,19.50,38.00,13.00,19.00,30.10,12.30,18.00,35.40
2052-01-01,-118.54,49.62,14.00,18.00,26.70,12.30,18.00,35.70,12.00,20.00,28.70
2053-01-01,-118.54,49.62,14.30,18.50,23.70,13.30,19.50,34.70,11.30,19.50,30.10
2054-01-01,-118.54,49.62,12.30,18.50,31.20,13.00,16.00,28.70,13.30,19.50,39.70
2055-01-01,-118.54,49.62,13.30,20.50,35.60,11.00,19.00,39.10,13.00,16.50,25.80
2056-01-01,-118.54,49.62,14.00,19.00,27.50,12.30,20.00,30.40,14.00,18.50,26.00
