time,lon,lat,rcp26_rx1day_p10,rcp26_rx1day_p50,rcp26_rx1day_p90,rcp45_rx1day_p10,rcp45_rx1day_p50,rcp45_rx1day_p90,rcp85_rx1day_p10,rcp85_rx1day_p50,rcp85_rx1day_p90
1969-01-01,-112.79,49.79,18.18,29.95,59.92,18.11,30.43,59.92,17.74,29.66,59.92
1970-01-01,-112.79,49.79,17.27,31.97,51.76,17.25,31.97,51.95,17.25,31.97,51.95
1971-01-01,-112.79,49.79,16.21,28.36,45.65,17.05,28.36,45.65,16.06,28.36,45.65
1972-01-01,-112.79,49.79,15.26,24.23,41.96,15.33,24.23,42.02,15.29,24.23,42.02
1973-01-01,-112.79,49.79,25.63,35.72,53.99,25.63,34.53,53.34,25.63,36.79,53.34
1974-01-01,-112.79,49.79,14.60,30.06,52.08,13.75,29.72,51.39,13.75,30.06,51.20
1975-01-01,-112.79,49.79,21.63,37.81,64.68,21.61,37.17,65.03,21.61,37.17,73.58
1976-01-01,-112.79,49.79,17.43,35.65,65.37,17.10,35.66,65.33,17.48,35.38,65.33
1977-01-01,-112.79,49.79,17.64,28.35,55.88,18.36,28.49,55.88,17.97,28.49,55.88
1978-01-01,-112.79,49.79,15.97,30.87,49.75,15.97,30.87,49.75,15.97,30.87,49.75
1979-01-01,-112.79,49.79,15.05,33.95,76.56,15.05,31.42,76.56,15.05,31.42,76.56
1980-01-01,-112.79,49.79,13.65,33.25,58.97,13.60,34.03,58.91,13.76,33.37,58.87
1981-01-01,-112.79,49.79,15.88,25.89,48.88,15.80,26.54,46.51,14.93,25.11,48.76
1982-01-01,-112.79,49.79,21.62,31.94,47.15,21.83,31.24,48.26,20.90,32.37,46.23
1983-01-01,-112.79,49.79,20.73,29.94,48.63,20.88,29.23,49.84,20.68,29.21,48.39
1984-01-01,-112.79,49.79,19.87,28.07,39.44,19.72,27.24,39.52,20.02,27.33,39.51
1985-01-01,-112.79,49.79,21.09,30.11,46.91,20.47,30.07,47.35,20.58,29.89,45.53
1986-01-01,-112.79,49.79,16.64,26.37,51.03,16.53,28.10,51.28,16.80,26.40,49.76
1987-01-01,-112.79,49.79,19.96,29.14,50.38,20.11,30.91,50.38,20.23,30.88,50.38
1988-01-01,-112.79,49.79,16.81,25.05,49.93,17.55,25.62,50.49,16.69,25.16,49.64
1989-01-01,-112.79,49.79,17.85,27.22,53.99,17.40,28.01,53.99,18.08,27.73,53.99
1990-01-01,-112.79,49.79,17.44,30.21,44.71,17.77,30.98,48.11,17.58,30.54,44.39
1991-01-01,-112.79,49.79,22.24,36.18,46.64,21.88,38.38,55.20,22.83,37.42,55.52
1992-01-01,-112.79,49.79,17.98,30.69,55.88,18.71,32.23,56.85,18.87,31.73,55.76
1993-01-01,-112.79,49.79,19.86,32.66,65.80,21.23,31.53,65.80,20.50,31.49,65.80
1994-01-01,-112.79,49.79,17.26,27.42,43.87,16.74,27.37,44.75,17.15,25.37,43.54
1995-01-01,-112.79,49.79,18.32,29.54,72.27,18.63,29.98,78.63,18.13,30.95,78.63
1996-01-01,-112.79,49.79,18.59,32.39,84.15,20.37,31.24,84.27,19.81,32.10,84.22
1997-01-01,-112.79,49.79,21.98,30.14,80.80,22.52,30.66,75.39,22.30,31.09,80.80
1998-01-01,-112.79,49.79,12.93,27.02,38.90,12.47,26.79,38.41,12.45,27.25,38.26
1999-01-01,-112.79,49.79,21.13,32.50,48.28,21.39,31.96,49.45,23.08,31.51,54.29
2000-01-01,-112.79,49.79,17.62,30.33,51.92,17.50,30.33,58.89,17.66,29.77,56.89
2001-01-01,-112.79,49.79,18.61,36.55,65.27,18.50,36.74,65.27,18.92,37.03,68.48
2002-01-01,-112.79,49.79,19.88,33.17,52.73,19.74,33.56,52.74,19.73,33.55,52.74
2003-01-01,-112.79,49.79,14.66,27.40,72.76,14.06,27.67,72.76,14.92,26.68,72.76
2004-01-01,-112.79,49.79,17.67,32.68,57.40,17.67,30.59,51.49,17.77,31.49,57.40
2005-01-01,-112.79,49.79,19.47,38.48,62.22,19.72,39.48,68.84,19.30,39.23,64.59
2006-01-01,-112.79,49.79,18.91,29.32,77.46,19.39,35.00,52.65,21.46,33.36,51.42
2007-01-01,-112.79,49.79,18.64,26.65,83.71,16.58,23.91,54.47,17.16,29.10,65.64
2008-01-01,-112.79,49.79,20.65,29.12,49.12,17.46,28.05,55.94,19.59,32.49,63.94
2009-01-01,-112.79,49.79,17.04,33.22,69.38,17.49,26.41,63.35,21.47,40.19,56.82
2010-01-01,-112.79,49.79,22.60,31.38,58.39,15.67,36.19,69.51,18.88,32.86,63.09
2011-01-01,-112.79,49.79,18.24,37.21,60.28,16.92,28.66,53.26,19.19,31.94,56.05
2012-01-01,-112.79,49.79,17.07,25.44,63.37,15.73,28.43,51.33,17.09,35.05,56.79
2013-01-01,-112.79,49.79,20.29,31.42,49.42,15.79,34.00,49.22,18.81,39.04,87.15
2014-01-01,-112.79,49.79,15.72,30.84,54.96,20.20,34.04,56.93,18.77,28.91,41.58
2015-01-01,-112.79,49.79,15.05,27.33,47.69,17.62,21.93,61.31,18.77,29.90,45.43
2016-01-01,-112.79,49.79,18.93,31.18,49.18,18.49,30.02,57.09,18.02,28.26,46.82
2017-01-01,-112.79,49.79,17.88,31.24,53.56,17.84,29.79,61.41,15.98,32.87,54.94
2018-01-01,-112.79,49.79,15.01,33.60,71.45,15.89,26.78,57.19,15.04,26.41,53.07
2019-01-01,-112.79,49.79,17.94,33.63,74.24,18.27,35.53,50.68,21.21,38.07,53.73
2020-01-01,-112.79,49.79,17.48,26.41,59.06,19.52,29.63,64.14,17.98,30.09,42.38
2021-01-01,-112.79,49.79,13.83,25.48,60.11,18.50,30.76,57.22,20.68,39.72,77.59
2022-01-01,-112.79,49.79,17.69,35.00,53.20,17.32,31.00,59.70,17.44,31.91,58.17
2023-01-01,-112.79,49.79,19.35,31.37,67.16,17.77,32.95,61.12,17.72,23.29,50.70
2024-01-01,-112.79,49.79,19.37,31.64,78.53,19.16,33.30,57.79,20.49,34.91,71.38
2025-01-01,-112.79,49.79,20.25,31.09,46.10,18.53,30.45,59.76,17.03,27.75,48.17
2026-01-01,-112.79,49.79,19.07,29.14,51.48,14.50,32.28,60.43,16.94,27.11,52.94
2027-01-01,-112.79,49.79,17.68,31.74,74.91,15.27,34.51,53.64,20.38,31.42,64.19
2028-01-01,-112.79,49.79,18.97,32.30,71.45,22.90,34.86,50.36,17.18,35.12,48.86
2029-01-01,-112.79,49.79,12.67,28.12,45.70,19.23,27.64,47.50,16.70,28.02,42.89
2030-01-01,-112.79,49.79,17.56,27.45,76.50,16.62,34.44,44.81,17.01,32.03,56.36
2031-01-01,-112.79,49.79,18.23,30.50,54.32,16.77,32.26,65.89,13.94,33.78,62.21
2032-01-01,-112.79,49.79,17.99,24.93,57.75,16.62,27.77,58.75,22.61,43.76,82.47
2033-01-01,-112.79,49.79,26.82,38.06,61.00,15.63,24.88,37.59,22.50,37.29,62.16
2034-01-01,-112.79,49.79,16.87,37.98,62.47,26.96,38.12,59.21,19.23,45.42,60.65
2035-01-01,-112.79,49.79,13.72,25.61,60.35,22.77,32.01,48.66,19.60,34.38,64.27
2036-01-01,-112.79,49.79,18.23,29.94,45.85,18.72,31.21,63.16,21.10,48.30,71.62
2037-01-01,-112.79,49.79,16.83,31.18,48.66,23.08,36.38,64.04,20.23,31.93,69.23
2038-01-01,-112.79,49.79,16.76,30.44,49.23,16.55,34.55,65.44,22.86,37.36,54.12
2039-01-01,-112.79,49.79,26.09,39.62,92.26,20.58,33.26,58.86,17.62,28.86,49.35
2040-01-01,-112.79,49.79,21.22,37.98,73.27,18.03,31.60,54.47,17.31,28.41,50.51
2041-01-01,-112.79,49.79,15.93,26.56,52.35,15.42,30.70,51.55,15.55,33.47,56.12
2042-01-01,-112.79,49.79,18.04,41.30,59.97,17.50,31.13,58.37,14.92,33.20,56.34
2043-01-01,-112.79,49.79,13.17,29.10,75.28,15.98,31.36,60.68,19.78,33.01,53.51
2044-01-01,-112.79,49.79,18.39,32.23,63.69,17.27,31.34,70.22,20.86,35.02,53.52
2045-01-01,-112.79,49.79,21.05,31.76,51.64,18.93,30.46,59.03,18.48,34.75,51.93
2046-01-01,-112.79,49.79,22.71,34.93,56.15,14.03,31.76,60.70,16.27,27.56,44.09
2047-01-01,-112.79,49.79,20.75,40.17,60.39,16.79,29.28,66.29,21.87,34.82,69.41
2048-01-01,-112.79,49.79,23.85,42.40,58.50,16.49,27.71,54.33,21.64,35.77,56.39
2049-01-01,-112.79,49.79,20.74,36.44,56.67,23.10,34.84,65.53,18.04,32.06,84.43
2050-01-01,-112.79,49.79,16.53,31.35,58.33,19.41,29.68,51.45,18.73,30.86,68.24
2051-01-01,-112.79,49.79,19.31,31.57,57.40,12.41,26.16,48.49,19.35,29.71,53.24
2052-01-01,-112.79,49.79,14.37,36.68,59.23,16.40,32.42,62.45,16.48,29.87,49.99
2053-01-01,-112.79,49.79,17.67,35.52,69.55,16.53,29.35,62.75,16.54,29.86,49.94
2054-01-01,-112.79,49.79,18.82,32.18,51.28,20.29,32.99,58.30,17.66,40.12,64.80
2055-01-01,-112.79,49.79,15.70,24.77,62.80,19.72,37.67,76.96,17.57,31.89,54.01
2056-01-01,-112.79,49.79,23.75,35.95,54.95,18.50,32.93,46.60,18.60,27.50,60.87
2057-01-01,-112.79,49.79,16.03,33.86,70.89,12.03,25.17,49.54,14.80,27.83,52.39
2058-01-01,-112.79,49.79,19.63,34.39,50.79,17.54,30.30,45.85,18.52,39.33,59.50
2059-01-01,-112.79,49.79,20.68,32.51,66.49,20.65,34.78,64.38,17.26,32.16,62.36
2060-01-01,-112.79,49.79,18.42,25.95,47.22,22.31,38.25,68.00,25.67,38.59,84.11
2061-01-01,-112.79,49.79,20.86,34.94,64.49,16.71,32.46,82.25,20.87,36.44,84.58
2062-01-01,-112.79,49.79,18.52,31.35,56.68,16.87,31.93,48.66,23.07,34.75,68.40
2063-01-01,-112.79,49.79,24.06,35.24,64.16,14.66,29.89,61.97,19.20,33.00,65.04
2064-01-01,-112.79,49.79,16.89,26.65,45.68,20.33,35.05,89.45,18.42,43.99,57.58
2065-01-01,-112.79,49.79,19.14,30.61,43.91,19.15,27.63,60.39,16.86,37.04,81.85
2066-01-01,-112.79,49.79,17.69,34.68,57.68,14.03,32.73,49.54,20.86,35.10,69.16
2067-01-01,-112.79,49.79,16.62,33.12,64.61,14.46,30.63,55.39,22.30,37.12,86.86
2068-01-01,-112.79,49.79,18.50,30.01,55.18,18.47,30.51,52.32,16.53,31.93,68.17
2069-01-01,-112.79,49.79,19.50,31.63,50.31,17.43,29.93,67.62,19.75,31.17,63.08
2070-01-01,-112.79,49.79,17.32,31.72,49.27,21.11,37.37,78.31,14.61,28.11,59.88
2071-01-01,-112.79,49.79,19.39,35.43,57.13,18.56,31.09,51.72,20.70,27.86,50.52
2072-01-01,-112.79,49.79,19.93,32.47,54.23,14.28,32.23,61.47,15.22,35.60,64.27
2073-01-01,-112.79,49.79,22.16,35.76,51.08,19.20,30.71,64.77,15.94,32.00,65.80
2074-01-01,-112.79,49.79,16.44,37.27,53.40,16.38,32.00,57.52,18.79,30.41,45.66
2075-01-01,-112.79,49.79,16.17,25.02,49.08,19.32,28.30,44.63,22.80,42.47,61.29
2076-01-01,-112.79,49.79,21.32,27.30,40.98,16.60,34.03,53.01,19.34,34.42,62.36
2077-01-01,-112.79,49.79,20.38,35.55,51.35,14.99,31.96,54.73,15.28,29.94,47.05
2078-01-01,-112.79,49.79,19.35,30.01,62.87,17.96,35.66,55.89,18.24,33.55,54.09
2079-01-01,-112.79,49.79,18.20,36.95,56.56,17.09,31.29,51.90,21.73,33.95,62.85
2080-01-01,-112.79,49.79,18.22,30.62,65.15,16.86,29.99,64.44,17.68,35.18,59.54
2081-01-01,-112.79,49.79,16.40,31.45,64.54,19.83,32.23,54.87,19.66,40.99,75.32
2082-01-01,-112.79,49.79,18.50,29.69,81.47,18.27,38.46,55.61,14.92,33.67,64.97
2083-01-01,-112.79,49.79,21.17,32.12,58.03,20.63,33.08,80.94,23.12,51.39,72.18
2084-01-01,-112.79,49.79,19.61,26.51,56.57,20.96,34.77,53.66,20.64,34.38,54.72
2085-01-01,-112.79,49.79,18.31,29.91,48.39,18.65,29.48,59.49,22.07,32.40,82.39
2086-01-01,-112.79,49.79,17.70,29.76,46.36,21.23,32.98,73.69,23.88,33.88,67.51
2087-01-01,-112.79,49.79,19.97,33.03,79.16,18.11,34.45,86.45,21.42,38.49,64.99
2088-01-01,-112.79,49.79,21.06,30.71,53.51,18.93,29.03,41.39,20.01,35.47,51.23
2089-01-01,-112.79,49.79,18.15,33.21,49.65,24.58,41.39,70.33,19.47,33.37,70.84
2090-01-01,-112.79,49.79,17.46,36.71,81.65,23.15,31.26,52.37,19.11,28.48,56.25
2091-01-01,-112.79,49.79,19.76,33.17,59.40,13.79,25.33,75.67,24.94,43.58,98.18
2092-01-01,-112.79,49.79,18.72,39.04,62.43,17.42,29.24,57.99,21.77,36.34,59.15
2093-01-01,-112.79,49.79,21.06,36.01,56.16,19.00,31.01,55.12,18.38,29.81,54.88
2094-01-01,-112.79,49.79,14.90,24.21,69.64,18.27,30.33,63.12,21.63,37.48,61.16
2095-01-01,-112.79,49.79,18.31,31.56,58.11,18.37,29.05,57.70,17.87,34.68,67.76
2096-01-01,-112.79,49.79,19.27,38.28,54.04,19.57,27.92,49.64,22.85,40.55,101.83
2097-01-01,-112.79,49.79,16.13,34.48,62.14,14.94,40.77,55.79,14.39,27.86,58.60
2098-01-01,-112.79,49.79,16.46,29.02,49.94,14.72,32.10,65.34,22.13,33.04,72.48
2099-01-01,-112.79,49.79,16.98,25.59,107.26,17.78,34.00,47.96,20.27,33.92,53.08
2100-01-01,-112.79,49.79,22.13,31.93,52.94,20.41,37.77,59.36,17.14,23.35,43.13
1950-01-01,-113.54,50.04,16.10,27.98,60.38,16.49,27.98,58.57,16.23,27.98,58.11
1951-01-01,-113.54,50.04,16.64,28.86,57.24,16.64,28.83,57.60,16.64,29.53,58.68
1952-01-01,-113.54,50.04,20.42,41.13,79.34,20.42,41.14,79.34,20.42,40.86,79.34
1953-01-01,-113.54,50.04,21.38,34.03,71.22,21.38,31.73,71.22,21.38,31.37,71.22
1954-01-01,-113.54,50.04,19.86,32.58,64.07,19.86,32.58,62.69,19.86,32.58,58.03
1955-01-01,-113.54,50.04,17.33,27.30,73.00,17.31,27.64,73.00,17.31,28.34,73.00
1956-01-01,-113.54,50.04,16.94,25.82,68.21,16.94,25.82,68.21,16.94,25.82,68.21
1957-01-01,-113.54,50.04,17.31,29.22,71.54,17.31,29.22,71.54,17.31,29.22,71.54
1958-01-01,-113.54,50.04,18.34,37.62,61.48,18.34,37.62,61.19,18.34,37.62,61.29
1959-01-01,-113.54,50.04,20.34,32.89,45.24,19.91,32.37,45.62,21.39,33.14,48.72
1960-01-01,-113.54,50.04,18.70,31.45,66.73,18.25,31.95,66.73,19.47,31.95,66.73
1961-01-01,-113.54,50.04,18.07,35.11,49.08,17.95,35.11,49.08,17.70,35.11,49.08
1962-01-01,-113.54,50.04,15.59,28.06,54.23,15.59,28.00,54.58,15.59,28.06,54.58
1963-01-01,-113.54,50.04,18.84,35.88,55.58,18.83,35.88,57.62,18.83,35.88,55.89
1964-01-01,-113.54,50.04,22.84,28.47,42.24,23.35,28.47,42.24,23.35,28.47,46.25
1965-01-01,-113.54,50.04,17.25,27.34,79.01,17.25,28.44,79.01,17.25,28.53,79.01
1966-01-01,-113.54,50.04,18.88,32.09,63.79,18.79,32.20,63.79,18.98,31.48,63.79
1967-01-01,-113.54,50.04,19.08,30.94,63.32,18.64,31.24,63.32,19.08,30.62,63.32
1968-01-01,-113.54,50.04,16.63,31.48,56.74,17.00,32.64,56.74,17.15,31.48,56.74
1969-01-01,-113.54,50.04,21.59,30.39,60.97,21.35,30.44,60.97,21.35,30.07,60.97
1970-01-01,-113.54,50.04,19.19,34.43,50.89,18.97,34.43,47.13,19.15,34.43,54.19
1971-01-01,-113.54,50.04,16.75,27.30,42.30,17.07,27.30,42.30,16.59,27.30,42.30
1972-01-01,-113.54,50.04,20.36,25.75,40.59,20.72,25.75,40.59,19.80,25.75,40.59
1973-01-01,-113.54,50.04,26.58,33.43,69.77,26.55,33.43,69.77,26.55,33.43,69.77
1974-01-01,-113.54,50.04,19.35,27.39,59.77,19.47,27.56,58.73,19.59,28.17,58.49
1975-01-01,-113.54,50.04,22.15,36.68,90.59,22.35,36.59,88.35,22.06,36.59,90.64
1976-01-01,-113.54,50.04,18.80,36.08,68.03,17.94,36.11,68.03,18.82,35.21,68.03
1977-01-01,-113.54,50.04,21.67,30.23,64.82,21.67,29.97,64.82,21.67,29.58,64.82
1978-01-01,-113.54,50.04,19.12,29.62,61.92,19.12,29.62,61.74,19.12,29.43,61.74
1979-01-01,-113.54,50.04,17.27,31.02,90.67,17.18,31.02,90.37,17.28,31.02,90.87
1980-01-01,-113.54,50.04,19.99,33.82,61.84,19.89,33.87,63.66,20.05,31.76,63.68
1981-01-01,-113.54,50.04,16.69,23.21,58.53,16.43,23.32,57.03,16.47,23.34,56.04
1982-01-01,-113.54,50.04,21.70,34.05,43.66,21.69,33.40,46.40,21.53,34.48,45.86
1983-01-01,-113.54,50.04,18.77,33.50,62.99,19.20,34.69,59.23,18.31,32.94,55.65
1984-01-01,-113.54,50.04,20.95,25.56,40.33,21.06,26.00,42.06,20.80,26.19,41.95
1985-01-01,-113.54,50.04,20.01,32.20,60.44,19.92,32.83,59.62,19.98,33.22,57.99
1986-01-01,-113.54,50.04,19.48,32.62,59.22,20.00,33.83,60.95,20.12,30.49,58.13
1987-01-01,-113.54,50.04,19.76,30.97,50.94,20.39,30.95,50.59,20.10,31.01,51.04
1988-01-01,-113.54,50.04,17.86,27.81,62.78,18.51,28.95,62.39,17.83,28.80,61.27
1989-01-01,-113.54,50.04,17.16,34.05,62.22,17.91,32.98,62.22,17.96,34.10,62.22
1990-01-01,-113.54,50.04,21.43,30.06,52.15,21.08,29.79,56.79,21.02,30.05,52.55
1991-01-01,-113.54,50.04,22.96,35.61,73.42,22.73,36.53,73.59,23.21,35.41,73.74
1992-01-01,-113.54,50.04,17.59,33.11,69.87,17.53,33.20,69.66,17.50,34.87,70.08
1993-01-01,-113.54,50.04,20.89,31.12,70.86,20.92,31.21,68.83,20.95,31.35,70.86
1994-01-01,-113.54,50.04,19.93,29.82,55.04,20.28,29.24,52.03,20.30,29.74,52.58
1995-01-01,-113.54,50.04,21.40,34.77,74.66,21.40,33.58,87.70,21.40,34.41,87.70
1996-01-01,-113.54,50.04,22.61,39.19,85.28,24.62,39.45,84.89,25.08,40.27,85.05
1997-01-01,-113.54,50.04,22.42,38.69,90.68,22.59,38.86,87.11,21.98,38.85,90.65
1998-01-01,-113.54,50.04,13.62,30.07,48.14,13.80,30.04,44.23,13.74,28.59,48.31
1999-01-01,-113.54,50.04,21.36,33.91,50.87,21.48,33.28,55.11,21.38,33.36,54.76
2000-01-01,-113.54,50.04,17.92,29.00,53.27,17.88,30.29,46.85,17.70,29.99,47.16
2001-01-01,-113.54,50.04,24.17,37.52,72.32,24.49,37.84,68.07,24.40,37.85,72.87
2002-01-01,-113.54,50.04,22.06,28.41,65.27,21.91,28.56,65.34,21.67,28.38,63.69
2003-01-01,-113.54,50.04,19.79,32.43,82.28,20.40,32.72,82.42,19.96,32.77,81.74
2004-01-01,-113.54,50.04,16.63,31.33,62.67,16.78,29.69,60.96,16.66,29.45,62.19
2005-01-01,-113.54,50.04,19.77,40.18,60.71,20.07,40.31,65.25,19.53,40.45,60.71
2006-01-01,-113.54,50.04,21.72,29.43,80.29,22.90,37.54,72.56,22.05,30.88,52.29
2007-01-01,-113.54,50.04,16.48,30.54,83.74,18.70,23.88,57.00,18.50,31.04,78.97
2008-01-01,-113.54,50.04,22.68,29.04,40.60,18.98,32.13,57.47,22.47,37.47,69.89
2009-01-01,-113.54,50.04,17.37,33.30,84.23,18.80,33.17,51.89,21.93,35.66,75.81
2010-01-01,-113.54,50.04,23.17,30.88,69.03,19.78,32.68,70.27,18.05,34.88,54.52
2011-01-01,-113.54,50.04,19.15,31.57,60.54,19.10,27.72,51.62,19.97,32.69,61.15
2012-01-01,-113.54,50.04,18.15,29.13,67.67,16.00,27.85,66.54,21.88,41.54,56.16
2013-01-01,-113.54,50.04,19.50,31.73,69.58,15.21,29.96,62.46,17.74,39.18,83.05
2014-01-01,-113.54,50.04,18.52,32.62,63.87,20.05,41.07,64.89,20.48,30.82,48.82
2015-01-01,-113.54,50.04,17.88,28.75,48.67,17.36,24.90,66.03,17.64,27.06,53.53
2016-01-01,-113.54,50.04,23.09,32.96,56.20,19.13,29.79,83.95,17.76,31.03,55.30
2017-01-01,-113.54,50.04,20.11,33.42,63.51,18.51,30.59,85.51,19.66,33.67,60.46
2018-01-01,-113.54,50.04,15.76,32.44,86.69,19.14,30.82,55.19,17.37,26.97,55.86
2019-01-01,-113.54,50.04,22.09,34.17,78.66,19.63,34.69,54.30,19.40,38.18,71.35
2020-01-01,-113.54,50.04,20.01,27.47,65.57,20.50,29.53,53.42,20.76,29.85,58.11
2021-01-01,-113.54,50.04,15.32,27.03,69.38,18.37,31.95,59.11,21.86,37.62,94.76
2022-01-01,-113.54,50.04,22.34,37.25,61.49,20.01,27.73,60.39,18.36,29.87,52.81
2023-01-01,-113.54,50.04,22.11,33.17,64.12,18.98,37.40,78.20,18.62,25.62,53.84
2024-01-01,-113.54,50.04,20.18,36.24,87.32,20.43,35.15,83.48,23.83,38.08,70.48
2025-01-01,-113.54,50.04,19.18,32.45,47.43,19.11,37.51,79.88,17.36,28.15,63.39
2026-01-01,-113.54,50.04,20.37,29.16,41.73,18.31,37.69,74.48,18.91,29.18,67.60
2027-01-01,-113.54,50.04,21.13,34.98,65.82,22.14,43.61,61.94,19.17,35.57,66.53
2028-01-01,-113.54,50.04,19.12,33.55,84.45,23.15,39.80,61.47,19.76,35.26,56.50
2029-01-01,-113.54,50.04,15.37,26.28,46.88,21.68,26.75,50.56,21.67,28.80,57.95
2030-01-01,-113.54,50.04,20.41,25.85,69.21,18.04,29.20,46.27,17.89,33.78,84.07
2031-01-01,-113.54,50.04,19.45,29.76,79.12,18.19,33.58,63.12,15.44,39.79,67.58
2032-01-01,-113.54,50.04,20.56,30.47,67.45,16.56,36.48,73.38,20.32,44.57,79.46
2033-01-01,-113.54,50.04,24.35,44.54,72.56,18.26,29.43,39.50,20.74,37.13,65.36
2034-01-01,-113.54,50.04,17.47,34.79,70.87,27.01,38.58,81.65,19.01,38.53,80.83
2035-01-01,-113.54,50.04,17.42,25.56,56.33,22.76,35.44,53.67,26.43,35.02,82.22
2036-01-01,-113.54,50.04,18.10,30.62,57.58,20.92,32.92,67.63,23.08,52.03,76.58
2037-01-01,-113.54,50.04,17.84,33.04,52.90,24.74,30.05,58.58,22.37,33.11,74.60
2038-01-01,-113.54,50.04,18.00,31.42,61.00,18.45,30.23,68.82,20.36,36.16,69.83
2039-01-01,-113.54,50.04,25.59,40.12,98.18,22.03,30.80,81.61,15.68,29.76,59.66
2040-01-01,-113.54,50.04,24.40,30.34,83.95,18.63,32.23,53.04,21.98,28.45,56.32
2041-01-01,-113.54,50.04,17.11,26.88,63.42,20.02,29.72,61.83,16.07,30.28,63.02
2042-01-01,-113.54,50.04,15.94,40.70,88.32,17.49,34.77,64.72,16.00,36.93,61.43
2043-01-01,-113.54,50.04,15.10,28.42,63.86,19.84,28.75,75.04,19.34,38.65,68.39
2044-01-01,-113.54,50.04,21.23,35.79,62.78,21.60,31.91,90.06,21.27,34.86,52.81
2045-01-01,-113.54,50.04,23.27,31.87,53.91,19.03,31.79,70.42,18.71,28.44,57.03
2046-01-01,-113.54,50.04,23.66,33.01,72.75,14.98,29.14,66.60,16.69,27.93,50.07
2047-01-01,-113.54,50.04,21.78,36.66,73.98,20.46,28.44,77.81,23.27,36.62,54.81
2048-01-01,-113.54,50.04,23.82,43.74,78.71,16.94,28.03,63.33,21.12,34.41,63.26
2049-01-01,-113.54,50.04,22.56,29.99,69.72,22.63,34.70,74.18,17.24,31.55,83.56
2050-01-01,-113.54,50.04,19.75,33.06,69.68,20.15,32.79,66.08,21.88,31.24,61.86
2051-01-01,-113.54,50.04,20.19,33.98,58.77,15.38,28.66,41.71,21.83,31.95,72.71
2052-01-01,-113.54,50.04,14.48,29.67,55.23,20.82,33.48,66.17,18.35,29.15,53.43
2053-01-01,-113.54,50.04,20.19,41.52,74.59,19.38,32.22,71.98,17.46,31.03,58.02
2054-01-01,-113.54,50.04,19.85,31.49,52.34,25.76,32.95,52.73,17.76,32.08,91.77
2055-01-01,-113.54,50.04,15.46,28.47,66.71,19.73,36.99,88.56,19.64,36.55,62.91
2056-01-01,-113.54,50.04,21.89,37.24,65.10,20.29,34.32,64.25,17.58,29.02,77.90
2057-01-01,-113.54,50.04,19.55,30.74,65.74,13.36,24.68,59.50,15.81,32.78,62.12
2058-01-01,-113.54,50.04,19.78,33.27,51.90,16.06,32.09,56.76,18.36,41.24,87.37
2059-01-01,-113.54,50.04,23.57,32.69,77.24,24.67,39.84,75.08,19.90,37.70,72.79
2060-01-01,-113.54,50.04,19.98,29.33,46.22,26.43,45.49,85.89,20.10,31.65,80.12
2061-01-01,-113.54,50.04,20.11,40.13,76.82,15.78,37.89,79.01,21.48,42.19,74.78
2062-01-01,-113.54,50.04,19.70,31.81,64.83,18.82,31.42,69.31,22.85,44.57,78.63
2063-01-01,-113.54,50.04,18.88,36.56,74.30,19.82,34.28,71.72,21.40,37.82,77.42
2064-01-01,-113.54,50.04,17.82,25.02,51.36,19.59,31.54,79.37,21.21,43.84,83.61
2065-01-01,-113.54,50.04,20.04,30.91,51.50,20.32,31.84,56.70,18.12,35.02,56.12
2066-01-01,-113.54,50.04,20.29,36.15,74.85,15.14,32.29,71.31,25.02,37.82,70.94
2067-01-01,-113.54,50.04,19.98,32.42,73.61,17.58,27.13,56.78,24.37,40.57,100.06
2068-01-01,-113.54,50.04,18.17,34.35,68.01,22.58,32.37,52.95,19.48,37.71,64.64
2069-01-01,-113.54,50.04,18.58,27.77,79.50,19.79,29.43,65.40,25.28,34.27,70.00
2070-01-01,-113.54,50.04,19.27,33.26,59.71,20.83,37.97,68.00,16.97,29.02,69.65
2071-01-01,-113.54,50.04,21.41,36.03,49.52,20.83,30.05,74.25,20.38,28.35,57.68
2072-01-01,-113.54,50.04,18.45,38.35,58.24,17.81,33.23,72.71,17.64,36.44,72.81
2073-01-01,-113.54,50.04,25.00,38.81,55.22,22.39,37.56,75.63,16.01,32.86,81.64
2074-01-01,-113.54,50.04,19.36,34.55,71.04,18.52,27.94,64.39,19.23,33.70,59.29
2075-01-01,-113.54,50.04,20.94,28.13,56.35,18.25,31.22,57.42,26.38,39.97,58.89
2076-01-01,-113.54,50.04,18.64,30.29,51.61,17.63,29.46,52.81,24.01,32.29,65.04
2077-01-01,-113.54,50.04,24.23,36.77,59.56,17.48,31.73,49.25,19.95,27.95,56.11
2078-01-01,-113.54,50.04,18.08,30.21,84.67,17.39,34.94,55.48,18.73,33.33,82.48
2079-01-01,-113.54,50.04,20.29,28.41,64.23,19.00,34.02,57.34,23.96,37.64,57.87
2080-01-01,-113.54,50.04,19.60,32.28,94.26,19.91,35.85,58.00,21.06,38.44,66.30
2081-01-01,-113.54,50.04,17.42,29.34,71.65,24.13,33.09,66.44,22.00,38.56,80.69
2082-01-01,-113.54,50.04,16.33,30.25,75.58,19.56,43.41,63.31,16.45,33.89,76.89
2083-01-01,-113.54,50.04,22.04,34.66,66.49,21.51,33.42,84.95,26.37,45.12,78.17
