"REF_DATE","GEO","DGUID","Commodity groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","98.5","","","","1"
"1997","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","104.3","","","","1"
"1998","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","99.8","","","","1"
"1999","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","102.9","","","","1"
"2000","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","112.9","","","","1"
"2001","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","118.2","","","","1"
"2002","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","109.6","","","","1"
"2003","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","100.4","","","","1"
"2004","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","96.6","","","","1"
"2005","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","105.6","","","","1"
"2006","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","101.7","","","","1"
"2007","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","100.0","","","","1"
"2008","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","101.2","","","","1"
"2009","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","101.4","","","","1"
"2010","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","109.3","","","","1"
"2011","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","124.8","","","","1"
"2012","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","131.1","","","","1"
"2013","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","135.9","","","","1"
"2014","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","172.8","","","","1"
"2015","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","187.4","","","","1"
"2016","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","158.5","","","","1"
"2017","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","160.3","","","","1"
"2018","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","157.8","","","","1"
"2019","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","161.2","","","","1"
"2020","Western Canada","","Total livestock and animal products","Index, 2007=100","181","units","0","v66450138","9.9","156.1","","","","1"
"1992","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","103.4","","","","1"
"1993","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","118.4","","","","1"
"1994","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","113.8","","","","1"
"1995","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","103.3","","","","1"
"1996","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","93.9","","","","1"
"1997","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","103.7","","","","1"
"1998","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","107.6","","","","1"
"1999","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","113.1","","","","1"
"2000","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","122.6","","","","1"
"2001","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","128.2","","","","1"
"2002","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","118.8","","","","1"
"2003","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","101.9","","","","1"
"2004","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","90.8","","","","1"
"2005","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","106.6","","","","1"
"2006","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","103.8","","","","1"
"2007","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","100.0","","","","1"
"2008","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","99.0","","","","1"
"2009","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","97.5","","","","1"
"2010","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","105.2","","","","1"
"2011","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","125.0","","","","1"
"2012","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","136.4","","","","1"
"2013","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","140.9","","","","1"
"2014","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","195.7","","","","1"
"2015","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","235.9","","","","1"
"2016","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","183.7","","","","1"
"2017","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","183.6","","","","1"
"2018","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","181.4","","","","1"
"2019","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","180.5","","","","1"
"2020","Western Canada","","Cattle and calves [A21]","Index, 2007=100","181","units","0","v66450139","9.10","172.9","","","","1"
"1992","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","100.8","","","","1"
"1993","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","113.1","","","","1"
"1994","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","108.4","","","","1"
"1995","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","113.4","","","","1"
"1996","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","139.2","","","","1"
"1997","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","138.3","","","","1"
"1998","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","90.2","","","","1"
"1999","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","93.3","","","","1"
"2000","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","124.7","","","","1"
"2001","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","132.2","","","","1"
"2002","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","108.2","","","","1"
"2003","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","105.9","","","","1"
"2004","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","125.7","","","","1"
"2005","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","119.6","","","","1"
"2006","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","106.5","","","","1"
"2007","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","100.0","","","","1"
"2008","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","98.3","","","","1"
"2009","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","101.1","","","","1"
"2010","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","121.2","","","","1"
"2011","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","132.6","","","","1"
"2012","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","128.8","","","","1"
"2013","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","138.1","","","","1"
"2014","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","179.5","","","","1"
"2015","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","140.3","","","","1"
"2016","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","136.2","","","","1"
"2017","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","146.6","","","","1"
"2018","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","136.3","","","","1"
"2019","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","150.7","","","","1"
"2020","Western Canada","","Hogs [A22]","Index, 2007=100","181","units","0","v66450140","9.11","139.6","","","","1"
"1992","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","87.7","","","","1"
"1993","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","88.6","","","","1"
"1994","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","86.1","","","","1"
"1995","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","84.8","","","","1"
"1996","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","97.3","","","","1"
"1997","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","97.0","","","","1"
"1998","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","93.7","","","","1"
"1999","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","87.5","","","","1"
"2000","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","86.5","","","","1"
"2001","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","91.6","","","","1"
"2002","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","87.9","","","","1"
"2003","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","91.7","","","","1"
"2004","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","93.7","","","","1"
"2005","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","95.5","","","","1"
"2006","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","93.7","","","","1"
"2007","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","100.0","","","","1"
"2008","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","112.6","","","","1"
"2009","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","114.2","","","","1"
"2010","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","109.5","","","","1"
"2011","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","124.0","","","","1"
"2012","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","129.1","","","","1"
"2013","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","131.3","","","","1"
"2014","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","126.1","","","","1"
"2015","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","123.3","","","","1"
"2016","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","122.0","","","","1"
"2017","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","121.2","","","","1"
"2018","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","123.8","","","","1"
"2019","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","126.6","","","","1"
"2020","Western Canada","","Chickens, turkeys, chicks, poults [A23]","Index, 2007=100","181","units","0","v66450141","9.12","128.3","","","","1"
"1992","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","86.4","","","","1"
"1993","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","87.8","","","","1"
"1994","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","90.3","","","","1"
"1995","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","94.9","","","","1"
"1996","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","101.2","","","","1"
"1997","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","96.1","","","","1"
"1998","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","94.7","","","","1"
"1999","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","92.6","","","","1"
"2000","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","91.4","","","","1"
"2001","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","91.6","","","","1"
"2002","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","94.7","","","","1"
"2003","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","97.7","","","","1"
"2004","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","99.6","","","","1"
"2005","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","100.5","","","","1"
"2006","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","99.1","","","","1"
"2007","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","100.0","","","","1"
"2008","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","115.9","","","","1"
"2009","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","114.8","","","","1"
"2010","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","111.8","","","","1"
"2011","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","125.0","","","","1"
"2012","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","133.3","","","","1"
"2013","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","142.9","","","","1"
"2014","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","144.1","","","","1"
"2015","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","143.3","","","","1"
"2016","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","144.8","","","","1"
"2017","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","148.8","","","","1"
"2018","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","156.7","","","","1"
"2019","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","163.0","","","","1"
"2020","Western Canada","","Eggs in shell [A24]","Index, 2007=100","181","units","0","v66450142","9.13","165.9","","","","1"
"1992","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","67.1","","","","1"
"1993","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","68.9","","","","1"
"1994","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","69.5","","","","1"
"1995","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","70.7","","","","1"
"1996","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","74.5","","","","1"
"1997","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","77.7","","","","1"
"1998","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","78.7","","","","1"
"1999","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","79.3","","","","1"
"2000","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","80.2","","","","1"
"2001","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","84.0","","","","1"
"2002","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","87.7","","","","1"
"2003","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","91.5","","","","1"
"2004","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","88.0","","","","1"
"2005","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","92.4","","","","1"
"2006","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","92.7","","","","1"
"2007","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","100.0","","","","1"
"2008","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","103.7","","","","1"
"2009","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","107.1","","","","1"
"2010","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","108.8","","","","1"
"2011","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","112.5","","","","1"
"2012","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","112.1","","","","1"
"2013","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","114.8","","","","1"
"2014","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","116.8","","","","1"
"2015","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","113.6","","","","1"
"2016","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","113.5","","","","1"
"2017","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","112.7","","","","1"
"2018","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","111.7","","","","1"
"2019","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","117.2","","","","1"
"2020","Western Canada","","Unprocessed milk [A25]","Index, 2007=100","181","units","0","v66450143","9.14","118.0","","","","1"


