"REF_DATE","GEO","DGUID","Farm products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","315.16","","","","2"
"1994-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","334.95","","","","2"
"1994-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","357.67","","","","2"
"1995-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","367.09","","","","2"
"1995-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","390.01","","","","2"
"1995-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","402.15","","","","2"
"1995-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","385.99","","","","2"
"1995-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","364.83","","","","2"
"1995-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","362.61","","","","2"
"1995-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","366.89","","","","2"
"1995-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","342.44","","","","2"
"1995-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","339.16","","","","2"
"1995-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","349.01","","","","2"
"1995-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","348.18","","","","2"
"1995-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","358.52","","","","2"
"1996-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","361.87","","","","2"
"1996-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","359.88","","","","2"
"1996-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","363.05","","","","2"
"1996-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","377.86","","","","2"
"1996-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","396.13","","","","2"
"1996-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","402.91","","","","2"
"1996-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","405.89","","","","2"
"1996-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","387.13","","","","2"
"1996-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","398.79","","","","2"
"1996-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","364.51","","","","2"
"1996-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","359.38","","","","2"
"1996-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","359.12","","","","2"
"1997-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","358.46","","","","2"
"1997-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","396.04","","","","2"
"1997-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","407.95","","","","2"
"1997-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","397.58","","","","2"
"1997-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","405.54","","","","2"
"1997-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","384.56","","","","2"
"1997-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","371.84","","","","2"
"1997-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","346.51","","","","2"
"1997-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","340.21","","","","2"
"1997-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","346.49","","","","2"
"1997-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","313.38","","","","2"
"1997-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","371.81","","","","2"
"1998-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","374.05","","","","2"
"1998-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","381.65","","","","2"
"1998-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","389.85","","","","2"
"1998-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","397.94","","","","2"
"1998-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","403.05","","","","2"
"1998-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","400.41","","","","2"
"1998-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","408.10","","","","2"
"1998-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","343.04","","","","2"
"1998-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","343.93","","","","2"
"1998-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","366.63","","","","2"
"1998-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","362.67","","","","2"
"1998-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","368.31","","","","2"
"1999-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","364.69","","","","2"
"1999-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","346.39","","","","2"
"1999-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","330.66","","","","2"
"1999-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","328.49","","","","2"
"1999-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","317.47","","","","2"
"1999-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","310.87","","","","2"
"1999-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","287.63","","","","2"
"1999-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","268.12","","","","2"
"1999-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","263.13","","","","2"
"1999-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","253.12","","","","2"
"1999-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","244.59","","","","2"
"1999-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","239.05","","","","2"
"2000-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","239.61","","","","2"
"2000-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","232.52","","","","2"
"2000-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","239.77","","","","2"
"2000-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","244.23","","","","2"
"2000-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","244.53","","","","2"
"2000-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","234.33","","","","2"
"2000-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","224.62","","","","2"
"2000-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","220.78","","","","2"
"2000-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","228.19","","","","2"
"2000-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","226.80","","","","2"
"2000-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","230.61","","","","2"
"2000-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","237.27","","","","2"
"2001-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","231.72","","","","2"
"2001-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","240.07","","","","2"
"2001-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","253.14","","","","2"
"2001-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","259.05","","","","2"
"2001-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","268.87","","","","2"
"2001-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","271.64","","","","2"
"2001-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","299.73","","","","2"
"2001-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","319.32","","","","2"
"2001-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","298.35","","","","2"
"2001-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","292.03","","","","2"
"2001-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","324.21","","","","2"
"2001-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","311.24","","","","2"
"2002-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","319.99","","","","2"
"2002-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","331.05","","","","2"
"2002-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","322.12","","","","2"
"2002-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","315.70","","","","2"
"2002-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","316.72","","","","2"
"2002-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","326.86","","","","2"
"2002-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","353.90","","","","2"
"2002-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","376.74","","","","2"
"2002-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","385.61","","","","2"
"2002-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","398.77","","","","2"
"2002-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","405.08","","","","2"
"2002-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","393.58","","","","2"
"2003-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","381.88","","","","2"
"2003-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","384.78","","","","2"
"2003-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","371.32","","","","2"
"2003-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","356.69","","","","2"
"2003-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","343.40","","","","2"
"2003-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","336.75","","","","2"
"2003-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","327.79","","","","2"
"2003-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","316.50","","","","2"
"2003-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","318.11","","","","2"
"2003-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","333.39","","","","2"
"2003-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","340.58","","","","2"
"2003-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","346.93","","","","2"
"2004-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","347.24","","","","2"
"2004-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","357.43","","","","2"
"2004-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","372.97","","","","2"
"2004-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","377.42","","","","2"
"2004-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","384.78","","","","2"
"2004-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","382.75","","","","2"
"2004-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","373.83","","","","2"
"2004-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","354.54","","","","2"
"2004-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","331.24","","","","2"
"2004-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","293.78","","","","2"
"2004-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","268.14","","","","2"
"2004-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","265.56","","","","2"
"2005-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","245.29","","","","2"
"2005-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","241.64","","","","2"
"2005-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","258.36","","","","2"
"2005-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","261.45","","","","2"
"2005-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","265.95","","","","2"
"2005-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","275.93","","","","2"
"2005-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","268.85","","","","2"
"2005-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","254.82","","","","2"
"2005-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","240.01","","","","2"
"2005-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","248.72","","","","2"
"2005-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","249.73","","","","2"
"2005-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","246.45","","","","2"
"2006-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","236.58","","","","2"
"2006-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","234.19","","","","2"
"2006-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","244.20","","","","2"
"2006-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","248.05","","","","2"
"2006-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","259.78","","","","2"
"2006-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","265.83","","","","2"
"2006-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","271.70","","","","2"
"2006-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","271.42","","","","2"
"2006-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","265.27","","","","2"
"2006-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","283.22","","","","2"
"2006-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","310.87","","","","2"
"2006-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","330.22","","","","2"
"2007-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","345.18","","","","2"
"2007-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","351.99","","","","2"
"2007-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","352.73","","","","2"
"2007-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","350.06","","","","2"
"2007-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","358.27","","","","2"
"2007-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","364.84","","","","2"
"2007-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","369.39","","","","2"
"2007-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","372.57","","","","2"
"2007-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","383.57","","","","2"
"2007-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","384.15","","","","2"
"2007-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","393.85","","","","2"
"2007-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","408.62","","","","2"
"2008-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","456.21","","","","2"
"2008-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","504.95","","","","2"
"2008-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","538.48","","","","2"
"2008-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","556.38","","","","2"
"2008-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","574.84","","","","2"
"2008-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","594.09","","","","2"
"2008-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","592.23","","","","2"
"2008-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","533.40","","","","2"
"2008-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","477.64","","","","2"
"2008-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","471.91","","","","2"
"2008-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","468.01","","","","2"
"2008-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","447.13","","","","2"
"2009-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","434.24","","","","2"
"2009-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","442.41","","","","2"
"2009-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","431.50","","","","2"
"2009-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","435.43","","","","2"
"2009-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","446.04","","","","2"
"2009-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","451.89","","","","2"
"2009-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","446.08","","","","2"
"2009-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","450.35","","","","2"
"2009-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","407.86","","","","2"
"2009-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","394.70","","","","2"
"2009-11","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","388.49","","","","2"
"2009-12","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","391.69","","","","2"
"2010-01","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","387.93","","","","2"
"2010-02","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","377.32","","","","2"
"2010-03","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","382.80","","","","2"
"2010-04","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","368.60","","","","2"
"2010-05","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","393.92","","","","2"
"2010-06","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","396.79","","","","2"
"2010-07","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","412.40","","","","2"
"2010-08","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","438.62","","","","2"
"2010-09","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","443.73","","","","2"
"2010-10","Saskatchewan","2016A000247","Canola (including rapeseed) [113111]","Dollars per metric tonne","117","units","0","v31212214","8.18","450.09","","","","2"
